,tweet,class,clean_tweet,target
186,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",2,pissed lad past would lick dirty sol slept,Neither
187,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",2,love frat boy w soft long sol,Neither
188,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",2,sexy lad hot sol arch,Neither
189,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",1,thunduh nah fam gotta cheat hoe depends female feel,Offensive
190,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",2,nojas vontethekidd 128079 128079 128079 128079 128588 got hick lol,Neither
191,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",1,new twitter confusing shit go back south america bitch,Offensive
192,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",1,x3 toto mean as vagina think pussy cause toto santi like nasty pussy,Offensive
193,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",1,actually choose ugly bitch 58381 as must fat,Offensive
194,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",1,bitch kill vibe ya tried 127752 127752 127752 dis love miley,Offensive
195,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",1,tired bitch saying look mean 128530 nigga big af wear tight shirt grim everybody,Offensive
196,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",2,10 bird grandkids may never see thanks climate change climate,Neither
197,"""@MvckFadden: ""Stay beautiful you bitch""""",1,stay beautiful bitch,Offensive
198,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",1,wutkinda purple ceeeleee man gurl jus playin stupid hoe track still shitted sum gurls,Offensive
199,"""@NastyCopper: Money getting taller and bitches getting blurry""",1,money getting taller bitch getting blurry,Offensive
200,"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",1,never seen bitch obsessed nigga 128514 obsessed mine 128529,Offensive
201,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",1,ted33 kobe stay talking trash let forget austin12 meant one smh,Offensive
202,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",0,least nigger lmfao,Hate
203,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",1,fakingg people always asking mixed bad asian bitch lol,Offensive
204,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",0,whiteponyjr ariza snake coward least cripple like hero roach lmaoo,Hate
205,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",2,aint 8220 foster home imaginary trash 8221 whoa chill show everything tf,Neither
206,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",1,lowkey tired tired quiet go sleep hoe,Offensive
207,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",1,8220 stop bringing weird nigger mention 8221,Offensive
208,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",1,brat love hoe 128080 128581,Offensive
209,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",1,yo girl cant homeboy ol weak bitch as nigga,Offensive
210,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",1,palomino52 think worst advice gave pussy speed lol,Offensive
211,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",1,quote tweet favorite animal pussy,Offensive
212,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1,success hate stripper tell dancer hoe ballet dancer pop pussy beethoven stripper,Offensive
213,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",1,andrewbryant poff double vision 2 beer poff double pussy 128526 smh,Offensive
214,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",1,bitch twerk computer ya 128089 ya damn 128089 8252 65039,Offensive
215,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",1,8220 8220 prince art nobody takin bitch,Offensive
216,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",2,61 welfare government aid claimed white people black slander trash,Neither
217,"""@QUAN1T0: These bitches don't care they just play that role.""",1,bitch care play role,Offensive
218,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",1,kaaat took find hiding lime tree dis bitch da wrong tree bro,Offensive
219,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0,drake new shoe released nike jordan yes glitter shoe dude fag,Hate
220,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",2,inna di ghetto alone lmaoo,Neither
221,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",2,8220 hoe austin 8221 teach u austin teach get curved know,Neither
222,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1,bitch cook know suck dick one,Offensive
223,"""@RenegadeMo: Fat hoes get chose"" lol",1,fat hoe get chose lol,Offensive
224,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1,hoesaintloyal well hoe one expects loyal,Offensive
225,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",1,scrooge nevertrustt ol bitch as,Offensive
226,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",1,bruh im tired nigga retweetin miley cyrus naked bitch aint type bad lmaooo,Offensive
227,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1,tony romo mavs game dont mean still bitch lmao fuk cowgirl lol bitch fuck,Offensive
228,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",1,holy shit freddie highmore charlie chocolate factory roll floor laughing,Offensive
229,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",1,want sex gf feel like using anonymous whata faggot,Offensive
230,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",1,one follower 128525 128553 somebody bitch,Offensive
231,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",1,jenkins ya bitch always bitching clearly care annoying bitch,Offensive
232,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",1,catfish hoe thinkin slick nigga catching 128524,Offensive
233,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",1,worry bitch worried bout real,Offensive
234,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",1,side hoe insecure nigga handle real one,Offensive
235,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",1,stokes 128514 128514 128514 128514 4 lmao bitch come scooting tent like fuck shit 128557 128557 128557,Offensive
236,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",1,stokes cousin said share hoe brother said sharing caring love brother 128514,Offensive
237,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",1,probz hungry ionn wanna spend money food 128530 broke hoe problem 128514 128514 128514 128128,Offensive
238,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",1,dese hoe lyin u nigga,Offensive
239,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1,oh yeah fuck bitch,Offensive
240,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",2,eli manning threw nfl leading 27th interception season lmao trash,Neither
241,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",2,usc senior rb anthony brown call head coach steve sarkisian racist quits team 187 bitch,Neither
242,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",1,guess also zero time mansplaining adios stfu pussy,Offensive
243,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",2,chilling 128069 8482 sexy scally lad,Neither
244,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",1,sharing bitch mine mine 128175,Offensive
245,"""@SukMySweetness: money only impress the simple broke bitches""",1,money impress simple broke bitch,Offensive
246,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",1,pisces never anybody bitch let people control change rigghhht,Offensive
247,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",2,jonez tuku ho idk blah blah blah 128514 128514 128514,Neither
248,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",2,jonez mad cuh hahaha suure tuku ho ita 128514 128514,Neither
249,"""@TayKnosBest: These hoes is crazy""",1,hoe crazy,Offensive
250,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",1,babee ever gonna slice bitch kevin hart,Offensive
251,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",1,oomf fuckin fine tho 128553 dam bitch,Offensive
252,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",1,wonder girl gave head 24 boy drink magaluf twitter probly sends nude fag,Offensive
253,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",1,newsatquestions yeah bitch yeah bitch call maybe b steve c later jesse pinkman,Offensive
254,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",1,hickies thigh right pussy right,Offensive
255,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",1,luu would still love longer young beautiful ugly monkey as,Offensive
256,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1,come front bitch coming,Offensive
257,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",1,faggot bitch,Offensive
258,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",1,realist sam yea ipad work friday let ball faggot work 2 5,Offensive
259,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",2,scally lad would get,Neither
260,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",0,gerryshalloweenparty halloween yesterday stupid nigger,Hate
261,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",1,chrus still supahot tho walk teacher test drop test bitch fohead,Offensive
262,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",1,8220 love eating pussy lol never get full lol 8221 eat shit forever lol ever,Offensive
263,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",1,gfg 8220 gfg 8220 slush 128549 8221 hoe nasty anyway fam 128564 8221 hoe taste like med 127815 127815 127868,Offensive
264,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1,gfg 8220 slush 128549 8221 hoe nasty anyway fam 128564,Offensive
265,"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",1,gfg bobby bitch getting live fuck hell yea play hoe workout,Offensive
266,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1,yo bitch gucci mane bitch stoner 128175 128175,Offensive
267,"""@TweetGameLazy: I can ride your bitch with no handle bars""",1,ride bitch handle bar,Offensive
268,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",1,hoe get traphoussseeeee,Offensive
269,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",2,15 sad tv character death still bitter stark man,Neither
270,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",1,jack harbor bitch party bus hoe lol,Offensive
271,"""@Vbomb20: @Woodchuck20 pussy"" love it",1,pussy love,Offensive
272,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",1,ultraviolence video coming little bitch mtvhottest lana del rey bitchy promo,Offensive
273,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1,way fuck bitch lmfao kittycopter,Offensive
274,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",2,smuggler explains helped fighter along jihadi highway,Neither
275,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",1,aww avis look cute together 128145 128128 128128 128128 gotta get ike avi bitch,Offensive
276,"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",1,drc simple dont hoe dont worry exposed 128540 fight,Offensive
277,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",1,why bitch boosting size exactly healthy tho,Offensive
